Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=ega
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=26/1/1999
time........=10:33
DataFile....=ega1ff12
Serie.......=12
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	1	12101	1	402
2	0	12602	1	1000
3	1	12103	1	311
4	0	12604	1	1000
5	0	12605	1	1000
6	0	12606	1	1000
7	0	12607	1	1000
8	0	12608	1	1000
9	1	12109	1	323
10	0	12610	1	1000
11	1	12111	1	358
12	1	12112	1	370
13	0	12613	1	1000
14	0	12614	1	1000
15	0	12615	1	1000
16	0	12616	1	1000
17	0	12617	1	1000
18	1	12118	1	342
19	1	12119	1	334
20	1	12120	1	308
21	1	12121	1	261
22	1	12122	1	269
23	1	12123	1	387
24	0	12624	1	1000
25	1	12125	1	416
26	0	12626	1	1000
27	0	12627	1	1000
28	1	12128	1	394
29	1	12129	1	333
30	0	12630	1	1000
31	0	12631	1	1000
32	1	12132	1	401
33	1	12133	1	401
34	1	12134	1	267
35	1	12135	1	259
36	0	12636	1	1000
37	0	12637	1	1000
38	0	12638	1	1000
39	1	12139	1	368
40	1	12140	1	360
41	1	12141	1	312
42	0	12642	1	1000
43	1	12143	1	356
44	0	12644	1	1000
45	0	12645	1	1000
46	0	12646	1	1000
47	1	12147	1	355
48	1	12148	1	322
49	0	12649	1	1000
50	1	12150	1	407
51	0	12651	1	1000
52	1	12152	1	309
53	1	12153	1	311
54	1	12154	1	294
55	0	12655	1	1000
56	0	12656	1	1000
57	0	12657	1	1000
58	1	12158	1	314
59	1	12159	1	338
60	0	12660	1	1000
61	1	12161	1	314
62	1	12162	1	291
63	0	12663	1	1000
64	1	12164	1	448
65	0	12665	1	1000
66	1	12166	1	366
67	0	12667	1	1000
68	0	12668	1	1000
69	0	12669	1	1000
70	0	12670	1	1000
71	0	12671	1	1000
72	0	12672	1	1000
73	1	12173	1	385
74	0	12674	1	1000
75	1	12175	1	355
76	1	12176	1	290
77	1	12177	1	271
78	0	12678	1	1000
79	0	12679	1	1000
80	1	12180	1	386
81	0	12681	1	1000
82	1	12182	1	283
83	1	12183	1	380
84	0	12684	1	1000
85	1	12185	1	354
86	0	12686	1	1000
87	1	12187	1	278
88	1	12188	1	414
89	0	12689	1	1000
90	0	12690	1	1000
91	0	12691	1	1000
92	1	12192	1	332
93	0	12693	1	1000
94	1	12194	1	240
95	1	12195	1	336
96	1	12196	1	280
97	1	12197	1	289
98	0	12698	1	1000
99	1	12199	1	455
100	0	12700	1	1000
