Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=ega
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=2/3/1999
time........=10:59
DataFile....=ega2ff12
Serie.......=12
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	1	12001	1	473
2	1	12002	1	376
3	1	12003	1	341
4	0	12504	1	1000
5	1	12005	1	405
6	0	12506	1	1000
7	1	12007	1	383
8	1	12008	1	369
9	1	12009	1	381
10	0	12510	1	1000
11	1	12011	1	310
12	1	12012	1	517
13	1	12013	1	478
14	0	12514	1	1000
15	0	12515	1	1000
16	0	12516	1	1000
17	1	12017	1	389
18	1	12018	1	420
19	0	12519	1	1000
20	0	12520	0	352
21	0	12521	0	721
22	0	12522	1	1000
23	1	12023	1	458
24	1	12024	1	318
25	0	12525	1	1000
26	0	12526	1	1000
27	1	12027	1	364
28	0	12528	1	1000
29	1	12029	1	309
30	0	12530	1	1000
31	1	12031	1	357
32	1	12032	1	469
33	1	12033	1	379
34	1	12034	1	383
35	0	12535	1	1000
36	1	12036	1	399
37	0	12537	1	1000
38	0	12538	1	1000
39	0	12539	1	1000
40	0	12540	1	1000
41	0	12541	1	1000
42	0	12542	1	1000
43	1	12043	1	456
44	1	12044	1	406
45	1	12045	1	380
46	0	12546	0	370
47	1	12047	1	383
48	0	12548	1	1000
49	0	12549	1	1000
50	1	12050	1	375
51	1	12051	1	387
52	0	12552	1	1000
53	0	12553	1	1000
54	1	12054	1	366
55	0	12555	1	1000
56	1	12056	1	342
57	0	12557	1	1000
58	1	12058	1	406
59	0	12559	1	1000
60	1	12060	1	438
61	0	12561	1	1000
62	0	12562	1	1000
63	0	12563	1	1000
64	0	12564	1	1000
65	1	12065	1	417
66	1	12066	1	478
67	1	12067	1	408
68	1	12068	1	411
69	1	12069	1	385
70	0	12570	1	1000
71	0	12571	1	1000
72	0	12572	1	1000
73	0	12573	1	1000
74	0	12574	1	1000
75	1	12075	1	588
76	1	12076	1	418
77	1	12077	1	349
78	0	12578	1	1000
79	1	12079	1	391
80	0	12580	1	1000
81	1	12081	1	362
82	1	12082	1	388
83	0	12583	1	1000
84	0	12584	0	421
85	1	12085	1	455
86	1	12086	1	404
87	1	12087	1	409
88	0	12588	1	1000
89	1	12089	1	477
90	1	12090	1	298
91	0	12591	1	1000
92	0	12592	1	1000
93	0	12593	0	429
94	1	12094	1	350
95	1	12095	1	481
96	1	12096	1	395
97	0	12597	1	1000
98	0	12598	1	1000
99	0	12599	1	1000
100	0	12600	1	1000
