Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=5/2/1999
time........=10:47
DataFile....=fsa1ff05
Serie.......=1
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	1	12301	1	460
2	1	12302	1	322
3	1	12303	1	339
4	1	12304	1	323
5	0	12805	1	1000
6	1	12306	1	480
7	1	12307	1	410
8	1	12308	1	395
9	0	12809	1	1000
10	1	12310	1	456
11	0	12811	1	1000
12	0	12812	1	1000
13	1	12313	1	380
14	0	12814	1	1000
15	1	12315	1	334
16	0	12816	1	1000
17	0	12817	1	1000
18	0	12818	1	1000
19	1	12319	1	437
20	1	12320	1	469
21	1	12321	1	355
22	1	12322	1	456
23	1	12323	1	460
24	0	12824	1	1000
25	0	12825	1	1000
26	1	12326	1	368
27	1	12327	1	473
28	0	12828	1	1000
29	0	12829	1	1000
30	0	12830	1	1000
31	1	12331	1	404
32	1	12332	1	421
33	0	12833	1	1000
34	0	12834	1	1000
35	0	12835	1	1000
36	0	12836	1	1000
37	0	12837	1	1000
38	1	12338	1	446
39	0	12839	1	1000
40	0	12840	1	1000
41	1	12341	1	521
42	0	12842	1	1000
43	1	12343	1	556
44	1	12344	1	487
45	0	12845	1	1000
46	0	12846	1	1000
47	1	12347	1	485
48	1	12348	1	400
49	0	12849	1	1000
50	1	12350	1	426
51	0	12851	1	1000
52	1	12352	1	446
53	0	12853	1	1000
54	1	12354	1	419
55	1	12355	1	387
56	1	12356	1	425
57	1	12357	1	467
58	0	12858	1	1000
59	1	12359	1	439
60	0	12860	1	1000
61	1	12361	1	480
62	1	12362	1	493
63	0	12863	1	1000
64	1	12364	1	445
65	1	12365	1	514
66	1	12366	1	479
67	0	12867	1	1000
68	0	12868	1	1000
69	1	12369	1	425
70	0	12870	1	1000
71	1	12371	1	424
72	1	12372	1	457
73	0	12873	1	1000
74	1	12374	1	426
75	0	12875	1	1000
76	1	12376	1	455
77	0	12877	1	1000
78	1	12378	1	438
79	1	12379	1	419
80	0	12880	1	1000
81	0	12881	1	1000
82	0	12882	1	1000
83	0	12883	1	1000
84	0	12884	1	1000
85	0	12885	1	1000
86	0	12886	1	1000
87	1	12387	1	473
88	1	12388	1	556
89	1	12389	1	452
90	0	12890	1	1000
91	0	12891	1	1000
92	1	12392	1	519
93	0	12893	1	1000
94	0	12894	1	1000
95	0	12895	1	1000
96	1	12396	1	696
97	1	12397	1	489
98	0	12898	1	1000
99	0	12899	1	1000
100	0	12900	1	1000
