Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=5/2/1999
time........=11:30
DataFile....=fsa1ff11
Serie.......=1
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	1	12201	1	676
2	1	12202	1	289
3	1	12203	1	345
4	1	12204	1	384
5	1	12205	1	323
6	1	12206	1	352
7	0	12707	1	1000
8	1	12208	1	493
9	1	12209	1	356
10	0	12710	1	1000
11	0	12711	1	1000
12	1	12212	1	392
13	0	12713	1	1000
14	0	12714	1	1000
15	1	12215	1	473
16	1	12216	1	418
17	0	12717	1	1000
18	1	12218	1	450
19	0	12719	1	1000
20	0	12720	1	1000
21	1	12221	1	446
22	0	12722	1	1000
23	1	12223	1	393
24	0	12724	1	1000
25	0	12725	1	1000
26	1	12226	1	347
27	0	12727	1	1000
28	1	12228	1	409
29	1	12229	1	382
30	1	12230	1	362
31	0	12731	1	1000
32	0	12732	1	1000
33	1	12233	1	427
34	1	12234	1	388
35	1	12235	1	389
36	1	12236	1	430
37	1	12237	1	461
38	1	12238	1	354
39	1	12239	1	418
40	0	12740	1	1000
41	0	12741	1	1000
42	0	12742	1	1000
43	0	12743	1	1000
44	0	12744	1	1000
45	0	12745	1	1000
46	1	12246	1	463
47	0	12747	1	1000
48	1	12248	1	442
49	0	12749	1	1000
50	1	12250	1	444
51	1	12251	1	375
52	0	12752	1	1000
53	1	12253	1	385
54	0	12754	1	1000
55	0	12755	1	1000
56	0	12756	1	1000
57	1	12257	1	475
58	1	12258	1	430
59	1	12259	1	436
60	0	12760	1	1000
61	0	12761	1	1000
62	1	12262	1	438
63	0	12763	1	1000
64	0	12764	1	1000
65	1	12265	1	478
66	0	12766	1	1000
67	0	12767	1	1000
68	0	12768	1	1000
69	0	12769	1	1000
70	0	12770	1	1000
71	0	12771	1	1000
72	1	12272	1	496
73	0	12773	1	1000
74	1	12274	1	512
75	1	12275	1	412
76	0	12776	1	1000
77	0	12777	1	1000
78	0	12778	1	1000
79	0	12779	1	1000
80	0	12780	1	1000
81	1	12281	1	450
82	0	12782	1	1000
83	1	12283	1	416
84	1	12284	1	417
85	0	12785	1	1000
86	1	12286	1	410
87	1	12287	1	417
88	0	12788	1	1000
89	1	12289	1	413
90	1	12290	1	466
91	1	12291	1	369
92	1	12292	1	454
93	0	12793	1	1000
94	0	12794	1	1000
95	0	12795	1	1000
96	0	12796	1	1000
97	1	12297	1	515
98	1	12298	1	462
99	0	12799	1	1000
100	1	12300	1	388
