Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=clm
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=24/6/1999
time........=11:34
DataFile....=clm2ff05
Serie.......=5
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	0	12601	1	1000
2	0	12602	1	1000
3	1	12103	1	344
4	1	12104	1	337
5	1	12105	1	343
6	1	12106	1	420
7	0	12607	1	1000
8	1	12108	1	456
9	1	12109	1	390
10	1	12110	1	353
11	1	12111	1	457
12	0	12612	1	1000
13	1	12113	1	427
14	0	12614	1	1000
15	1	12115	1	491
16	1	12116	1	465
17	0	12617	1	1000
18	1	12118	1	456
19	1	12119	1	346
20	1	12120	1	342
21	1	12121	1	347
22	0	12622	1	1000
23	0	12623	1	1000
24	0	12624	1	1000
25	0	12625	1	1000
26	1	12126	1	403
27	1	12127	1	424
28	0	12628	1	1000
29	1	12129	1	435
30	0	12630	1	1000
31	1	12131	1	424
32	1	12132	1	530
33	1	12133	1	419
34	0	12634	1	1000
35	0	12635	1	1000
36	0	12636	1	1000
37	0	12637	1	1000
38	1	12138	1	404
39	1	12139	1	448
40	1	12140	1	487
41	0	12641	1	1000
42	0	12642	1	1000
43	0	12643	1	1000
44	1	12144	1	418
45	1	12145	1	408
46	0	12646	1	1000
47	1	12147	1	422
48	0	12648	1	1000
49	1	12149	1	434
50	0	12650	1	1000
51	1	12151	1	439
52	1	12152	1	474
53	1	12153	1	337
54	1	12154	1	697
55	0	12655	0	438
56	0	12656	1	1000
57	1	12157	1	398
58	0	12658	1	1000
59	1	12159	1	411
60	1	12160	1	647
61	0	12661	1	1000
62	1	12162	1	427
63	0	12663	1	1000
64	0	12664	1	1000
65	0	12665	1	1000
66	0	12666	1	1000
67	1	12167	1	494
68	0	12668	1	1000
69	1	12169	1	539
70	1	12170	1	568
71	1	12171	1	347
72	1	12172	1	498
73	0	12673	1	1000
74	0	12674	1	1000
75	0	12675	1	1000
76	1	12176	1	590
77	0	12677	1	1000
78	0	12678	1	1000
79	0	12679	1	1000
80	0	12680	1	1000
81	0	12681	1	1000
82	0	12682	1	1000
83	1	12183	1	500
84	0	12684	1	1000
85	0	12685	1	1000
86	1	12186	1	493
87	0	12687	1	1000
88	0	12688	1	1000
89	0	12689	1	1000
90	0	12690	1	1000
91	1	12191	1	481
92	0	12692	1	1000
93	0	12693	1	1000
94	0	12694	1	1000
95	1	12195	1	500
96	1	12196	1	479
97	1	12197	1	422
98	1	12198	1	320
99	0	12699	1	1000
100	1	12200	1	502
