Protocol....=familiarite
Task........=animal/no animal
operator....=
doctor......=
referral....=
institution.=cerco
subject.....=
age.........=
sex.........=
hand........=
medications.=
class.......=
Sequence....=
SubjectType.=
date........=29/1/1999
time........=9:37
DataFile....=cba2ff07
Serie.......=1
Event  Resp  Type  Correct  Latency
-----  ----  ----  -------  -------
1	0	12501	1	1000
2	1	12002	1	260
3	0	12503	1	1000
4	0	12504	0	369
5	1	12005	1	495
6	0	12506	0	407
7	1	12007	1	454
8	1	12008	0	1000
9	1	12009	1	444
10	1	12010	1	300
11	0	12511	1	1000
12	1	12012	1	294
13	0	12513	0	344
14	0	12514	1	1000
15	0	12515	1	1000
16	1	12016	1	322
17	1	12017	0	1000
18	1	12018	1	375
19	0	12519	1	1000
20	1	12020	1	286
21	0	12521	1	1000
22	0	12522	0	258
23	1	12023	1	412
24	0	12524	1	1000
25	1	12025	1	456
26	1	12026	1	466
27	1	12027	1	346
28	0	12528	1	1000
29	0	12529	1	1000
30	0	12530	1	1000
31	0	12531	1	1000
32	1	12032	1	322
33	1	12033	1	299
34	0	12534	1	1000
35	1	12035	1	411
36	0	12536	0	354
37	1	12037	1	388
38	1	12038	1	350
39	1	12039	1	685
40	1	12040	1	352
41	0	12541	1	1000
42	0	12542	1	1000
43	0	12543	1	1000
44	1	12044	1	328
45	1	12045	1	406
46	0	12546	1	1000
47	1	12047	1	349
48	0	12548	1	1000
49	1	12049	1	352
50	1	12050	1	329
51	1	12051	1	336
52	0	12552	0	332
53	0	12553	1	1000
54	1	12054	1	447
55	1	12055	1	469
56	1	12056	1	494
57	1	12057	1	393
58	0	12558	1	1000
59	0	12559	1	1000
60	1	12060	1	383
61	1	12061	1	424
62	0	12562	1	1000
63	0	12563	0	400
64	0	12564	1	1000
65	1	12065	1	394
66	0	12566	1	1000
67	1	12067	0	1000
68	0	12568	1	1000
69	0	12569	0	323
70	0	12570	1	1000
71	0	12571	1	1000
72	0	12572	1	1000
73	0	12573	1	1000
74	0	12574	0	334
75	0	12575	1	1000
76	1	12076	1	450
77	0	12577	1	1000
78	1	12078	1	374
79	0	12579	1	1000
80	1	12080	0	1000
81	0	12581	1	1000
82	1	12082	1	311
83	0	12583	1	1000
84	0	12584	1	1000
85	0	12585	1	1000
86	0	12586	1	1000
87	1	12087	1	370
88	1	12088	1	361
89	1	12089	1	367
90	1	12090	1	335
91	0	12591	1	1000
92	0	12592	1	1000
93	1	12093	1	321
94	1	12094	1	371
95	1	12095	1	404
96	0	12596	1	1000
97	1	12097	0	1000
98	1	12098	1	333
99	1	12099	1	356
100	0	12600	1	1000
